match_id,duration,start_time,radiant_team_id,radiant_name,dire_team_id,dire_name,leagueid,league_name,series_id,series_type,radiant_score,dire_score,radiant_win,version
8906706819,3129,1784632471,10164236.0,PuckChamp,10182865.0,Syntax,19944,EPL Masters 2026 ,1122573.0,1.0,45,35,False,22.0
8906626852,2306,1784628177,10182865.0,Syntax,10164236.0,PuckChamp,19944,EPL Masters 2026 ,1122573.0,1.0,26,47,False,22.0
8906547471,2403,1784622568,9360651.0,Dandelions,5014799.0,Nemiga Gaming,19944,EPL Masters 2026 ,1122560.0,1.0,17,55,False,22.0
8906479441,2837,1784617712,5014799.0,Nemiga Gaming,9360651.0,Dandelions,19944,EPL Masters 2026 ,1122560.0,1.0,47,19,True,22.0
8906069414,1702,1784580412,10047709.0,Ilbirs Esports,9256405.0,Level UP esports,19944,EPL Masters 2026 ,1122458.0,1.0,20,38,False,22.0
8905975768,2553,1784575870,9256405.0,Level UP esports,10047709.0,Ilbirs Esports,19944,EPL Masters 2026 ,1122458.0,1.0,41,19,True,22.0
8905885788,2199,1784571754,10201538.0,TEAM JENZ,9948367.0,Team Spirit Academy,19944,EPL Masters 2026 ,1122384.0,1.0,35,17,True,22.0
8905741721,4164,1784565449,9948367.0,Team Spirit Academy,10201538.0,TEAM JENZ,19944,EPL Masters 2026 ,1122384.0,1.0,34,40,False,22.0
8905612460,3203,1784560287,5014799.0,Nemiga Gaming,9600141.0,Zero Tenacity,19944,EPL Masters 2026 ,1122353.0,1.0,17,40,False,22.0
8905490238,2764,1784556023,9600141.0,Zero Tenacity,5014799.0,Nemiga Gaming,19944,EPL Masters 2026 ,1122353.0,1.0,26,25,True,22.0
8905359313,2757,1784550916,9928636.0,Team Lynx,10164236.0,PuckChamp,19944,EPL Masters 2026 ,1122288.0,1.0,39,53,False,22.0
8905233934,3530,1784545307,10164236.0,PuckChamp,9928636.0,Team Lynx,19944,EPL Masters 2026 ,1122288.0,1.0,41,40,True,22.0
